index	#1 Label	#2 String	#2 String
34	1,0,3,3,0,0,0,3,1,3,1,3,3,2,0,3,3,0,0,3,3,1,1,3,1,2,3,3,3,3,3,2,0,2,3,3,0	#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report|||||@RT_com Which report? Do not spread rumours|||||@RT_com This sounds like made up BS|||||@RT_com THEY JUST COULD NOT HAVE PICKED A MORE CONVENIENT TIME FOR.....THE USA GOVERNMEMT....JOHN MCCAIN STOP IT WITH YOUR PAID TERRORISTS!|||||@RT_com ok, time to calm down and report responsibly on #sydneysiege - don't fill in the unknowns with fear-mongering!|||||Nice linkbait. @RT_com but does a "report" of a suicide belt really rate a headline like your tweet? #sydneysiege|||||@RT_com FALSE FLAG OPERATION CIA BLACK OP|||||@RT_com @AnonymTipster another Israeli false flag operation? This is what Abbott had been PRAYING for.|||||@Shoq Typical @RT_com BS|||||Deep inside @RT_com's #sydneysiege story was this  ➤|||||@aprilritchey ;) Hey Aussie Sheeple wanna invade the middle east because of one wack job...:0|||||@psc96180_pablo IT'S AN OLD TIRED STORY!!! WE GOTTA NIP THIS IN THE BUD!|||||@aprilritchey when it started to appear on M$M the narrative was the same. ..Like say a Script..I mean 'goverMENt press release ..fishy..:(|||||@psc96180_pablo well tell everyone you know not to believe it..it's gonna fall apart I bet!|||||. @RT_com "another report claims hostage takers have suicide belts" - no sourcing, no facts, just spreading hysteria. You folks SUCK.|||||@RT_com Thanks for sharing! You're now featured on|||||@aprilritchey has already. .msm may start interviewing CrISIS actors soon. ..|||||@psc96180_pablo CIA shills coming at me...lots of nasty names LOL like a give away! come on you gotta help|||||.@RT_com @HarrietBaldwin Were you listening to the same news conference I was????? WHAT IS WITH ALL OF THE DISINFORMATION ON THIS EVENT???|||||@RT_com Fuck religion. #sydneySeige|||||@Babywash @RT_com You are on crack. Your foolish comment invalidates any truth that may be buried within the nonsense.|||||@aprilritchey @RT_com You are on crack mate. Complete bunk is what you're spreading.|||||@Perseus009 @RT_com @AnonymTipster People like you and these things that you say are what keep people like me (the establishment) laughing|||||@psc96180_pablo @aprilritchey You two should get together and have the world's stupidest baby.|||||@Perseus009 @RT_com Does seem terribly convenient to Abbott's gov't.|||||@1drngju @aprilritchey my 11 yr old would outwit you moron. ..:) blocked|||||@psc96180_pablo @aprilritchey Poor kid. Doesn't have a chance with a fuck-tard like you as a father.|||||@BigBadBeardBoy @RT_com It's not made up but I think there is only 1 offender with muslim flag &amp; local news didn't mention suicide belt|||||@1drngju @RT_com @AnonymTipster ;)|||||@BigBadBeardBoy @RT_com They have also evacuated sydney opera house due to suspicious package #Sydneysiege|||||@AnonymTipster @RT_com he will up oz's military budget then become a huge consultant / board member to 'defense' companies when he retires.|||||@BigBadBeardBoy @RT_com They have also evacuated Sydney state library but I have no idea why #Sydneysiege|||||@psc96180_pablo @1drngju CIA FAKE PROFILE ONLY KNOW HOW TO INSULT THE TRUTH! #FALSEFLAG #SYDNEYSIEGE|||||@Perseus009 @RT_com @AnonymTipster Conspiracy wackjob|||||@aprilritchey @psc96180_pablo that statement doesn't make you less stupid. Get yourself to Perth; the zoo of the future needs its idiot|||||@1drngju @Perseus009 @RT_com @AnonymTipster if you're part of the establishment then you're part of the problem. #CUNT|||||@scottparnell13 @Perseus009 @RT_com @AnonymTipster Hilarious! A #cunt like you can insult me, then block me so I can't respond?#pussy
35	1,3,3,3,3,3,0,2,3,3,3,3,3,3,1,3,1,3,3	Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds|||||@Angus_OL oh my god|||||@Angus_OL :(|||||@Angus_OL both dead angus 😓 3 injured|||||@Angus_OL THANK GAWD IT'S OVER|||||@Angus_OL I'm fucking traumatized|||||@Angus_OL I think it's 4 injured. I can't believe this is happening. I've also heard 2 people have died|||||@Angus_OL Angus!! They havent said anything about the gunman??|||||@Angus_OL watching it live!|||||@Angus_OL so thankful everyone's safe it's been a long day|||||@Angus_OL @vanilIapayne THATS THE LADY FROM THE VIDEO|||||@Angus_OL @horanosaur|||||@emaccaz_ @Angus_OL I DIDNT WATCH THE VIDEO I WAS TOO SCARED WHAT HAPPENED|||||@vanilIapayne @Angus_OL people escaping and it's all over mow|||||@Angus_OL The 6 of us are watching this unfold, I'm shaking, My heart goes out to the hostages and their families.|||||@emaccaz_ omfg it is 😱😱😱😱😱|||||@Angus_OL thank god they're all safe now. some wounded, but still safe.|||||@Angus_OL thank god its over, they're finally safe, although some are wounded. what a terrifying thing to be put through :(|||||@Angus_OL :(
36	1,3,3,3	#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege|||||@CBCAlerts pray 🙏, usually it's help allot before everyone will go straight to haven.Flag is comon bulshit about Muhammad etc.|||||@CBCAlerts 13 to 40 hostages?!? 😱#SydneySiege|||||@CBCAlerts  because they gives us idea to create jobs: starting from now everybody well be scaned before get in any coffee shop in CA :-)
37	1,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3	According to Seven, this is a picture of the gunman|||||@SharriMarkson  looks like a bikie|||||What is wrong with you @SharriMarkson?|||||@SharriMarkson @Australian if you can have a photo of this bloke then just snipe him in the head. #GameOver|||||.@SharriMarkson Police have asked all on social media to desist publishing anything FHS|||||@SharriMarkson @australian FFS, have you got a clue? There are people's lives at stake.|||||.@SharriMarkson Your stupidity is beyond belief. Just stop if you are capable of that.|||||@SharriMarkson @australian dad?|||||“@SharriMarkson: According to Seven, this is a picture of the gunman ” - no idea how true this is but fascinating|||||@sharrimarkson Stupid. Media learnt nothing from Boston.|||||@SharriMarkson looks like a little green man!|||||@SharriMarkson who do you think you’re “informing”?|||||@SharriMarkson Sure hope it's not just some dude and that you've not just pulled a Fairfax. Beginning to see why you were sent back to uni.|||||@pearlyfootball @SharriMarkson @australian put a bullet in the wankers head|||||@SharriMarkson   You are a danger to the rest of society. Stop posting pics without any verification &amp; creating panic.|||||@noplaceforsheep @SharriMarkson She is SOOOOO Stupid that she is completely incapable of realising it.|||||@SharriMarkson @australian|||||@SharriMarkson Yeah, Murdoch witch, shut up and watch the blinking lights. You're not a journo, so don't journalise.|||||@rodneycruise @noplaceforsheep @SharriMarkson I'm not watching it, but it sounds as if it is being treated as sport.|||||@pearlyfootball @SharriMarkson @australian there's 2 of them though|||||@pearlyfootball exactly what i was thinking|||||@rodneycruise @noplaceforsheep @SharriMarkson It's called Dunning-Kruger effect.|||||@noplaceforsheep @SharriMarkson there is stupid and there is Markson's stupidity which is on another planet altogether|||||@marcbester @SharriMarkson We learnt a lot from Boston nothing happened.
38	1,3,3	Statement from Prime Minister Tony Abbott on Sydney hostage situation.|||||@Simon_Cullen @HalaJaber AU GOV and Tony Abbott is responsible for this mess!! AU Gov created the 'Rebels' Frankenstein in Syria!!|||||@Simon_Cullen @DAVIDMDRAIMAN Urgh, the amount of lies that have come out of Abbott's mouth, his words of "comfort" mean nothing to us!
39	1,3,3,1,3,2,3,3,1	Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz|||||@BuzzFeedNews @BuzzFeedOz she's kinda cute considering she's all scared out of her mind and all.|||||@BuzzFeedNews @BuzzFeed @BuzzFeedOz this really saddens me. Why can't people just get along? Those people are innocent|||||“@BuzzFeedNews: Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz  ”|||||@BuzzFeedNews @BuzzFeedOz|||||Gelukkig! “@BuzzFeedNews: 5 Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz  ”|||||Whoa die vine. RT @BuzzFeedNews: Five Hostages Escape Sydney Cafe Siege|||||@WillPrado1 @BuzzFeedNews @BuzzFeedOz  Is she an actress? This photo makes my conspiracy senses tingle...ya' know?|||||@ireneiris   .lol.....anything is possible.
40	1,3,3,3,3,1,1,3,2,3,1,2,3,3,3,3,3,3	Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults|||||@Joyce_Karam @DazMSmith - FORTY SIX?!|||||@ShortyPam Quite a dude, isn’t he. Sick man.|||||@DazMSmith - Indeed. Wondering why he wasn't locked up or deported when he was accused...|||||@ShortyPam Truth. There are plenty of these sickos hiding under cover of civil society the world over, all ‘cos processes are compromised.|||||@Joyce_Karam Yeah , I read about this joker this morning - alleged murder and sex assaults allegations really had my eyebrow raised !|||||@Joyce_Karam @ravi_layer seems like an affable chap|||||@Joyce_Karam @eottolenghi Apparently he was out on bail! Some judge has questions to answer.|||||@Joyce_Karam Is he consider as terrorist or just a criminal person  as his faith not Sunni Islam ?|||||@Joyce_Karam @HalaGorani in simple word a Mentle|||||@Joyce_Karam @LibyaLiberty Lots of fancy words being used to describe him. I say - sick, deranged, *expletive* looking for "suicide by cop".|||||@Joyce_Karam @LibyaLiberty Why was this mad man not behind bars? Ugh|||||@Joyce_Karam @LibyaLiberty No wonder dude upped his game. Seems like men engaged in femicide &amp; sexual assaults in Australia can roam freely?|||||@Joyce_Karam And #Australia patronized him in hate of #Iran i guess. @SBGillani|||||@Joyce_Karam Is there a headline writer position at your place of employment?|||||@Joyce_Karam @blackrepublican 46 sex assaults, murdered wife AND STILL WALKING AROUND!!!  Unbelievable..talk about a war on women....|||||@Joyce_Karam @blackrepublican BASTARD whined he was "tortured" in prison. Didn't have to jump 2 his death, burn to death or was beheaded|||||@Joyce_Karam @blackrepublican Guess what?  THESE are the type of individuals that 'waterboarding' intends to discover.  @nytimes @CBSNews
41	1,3,3,3,3,3,3,1,3,3,3,3,1,3,2,3,3,3,3,3,3,3	Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports.  #sydneysiege|||||@cnni Raytheon has made various #RF #weapons for decades:  … Similar to those used on #TargetedIndividuals|||||@cnni avnt they shot him yet|||||@cnni Stick that ISIS flag up his ass.|||||@cnni Yes, surely the Australian government has ISIS flags ready to give just for this moment.|||||@NickWaite7 @cnni we don't shoot in Australia|||||@NickWaite7 @cnni it's crazy huh, they want to have a peaceful resolution then give him all the entitlements to make his life better 😜|||||“@cnni: Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports.  #sydneysiege”|||||@cnni just send em a Bart Simson flag w/the👉middle finger and a bullet|||||@cnni 🍵☕coffee anyone??|||||@cnni So they noticed they had the wrong flag and decided to ask for the right one... Wow, these 'terrorists' sound supremely incompetent.|||||@cnni must be shot in head through snipers.|||||MT “@cnni: Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. #sydneysiege”|||||@cnni he couldn't make his own eh? he needs some diapers and wet napkins as well I'd say.|||||@cnni I thought police asked media not to report demands. Why you giving these terrorists a voice?|||||@cnni Strange times|||||@cnni The free world burns as @BarackObama plays the flute.The weakest US Prez ever.|||||@Pugnate @cnni One day black flag will fly on the UN Hq too.@BarackObama playing the flute as world burns.|||||@cnni Shoot him|||||@harryjohal1982 Yes, and it would seem the terrorists are positively counting on that.   @NickWaite7 @cnni|||||@heidicantwait @cnni @harryjohal1982 wats for breakfast in Sydney today|||||@rupayanb @SohamDeGuevara @cnni How to Create an "Islamic Enemy" -
42	1,1,2	Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown -|||||RT @ABC: Police: Negotiators are now in contact w/ armed hostage-taker in #Sydney situation; motive remains unknown -|||||@ABC Really?  The motive is unknown?  Does the flag in the window provide any possible clue?  Do you employ the world's worst reporters?
43	1,0,2,3,2,3,3,0,3,0,0,0,0	We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News|||||@KristyMayr7 @theleadernews not ISIS flags|||||@KristyMayr7 @worstbloke sorry - how do you know it's an ISIS flag? Can you actually confirm that?|||||MT @KristyMayr7: We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags on display|||||@KristyMayr7 @maddychipendale Have you actually confirmed its an ISIS flag or are you talking shit|||||@DianneG More on situation at Martin Place in Sydney, AU  @KristyMayr7|||||@ALGANCTNwx yeah. That's her station|||||@KristyMayr7 @7NewsAdelaide not ISIS flags. Shahada flags.|||||@Julia_Why @KristyMayr7 @worstbloke no she can't cos it's actually not|||||@KristyMayr7; several of your tweets are either wrong or misleading. Please hold yourself to higher journalism standards!|||||@KristyMayr7  Journalists report facts - reporters bleat out crap they hear. ISIS my arse.|||||@KristyMayr7 Flag in #Sydney hostage situation shows the Islamic profession of faith ('shahada'). Not an IS flag despite the same wording|||||@KristyMayr7 This is not true. As you have made a lot of Tweets you may have forgotten this one. Do the right thing and remove it.
44	1,3,3,1,1,2,3,3,2,2,2,3	MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside  #Sydneysiege|||||@FoxNews Thoughts with 27 hostages and their families and prayers for good news to emerge soon|||||@FoxNews Thoughts and prayers are with the hostages. 🙏|||||@FoxNews hope the baddies don’t have social media or they’re gonna start locking the side doors people escaped from.|||||@FoxNews the only way they gonna survive is if they convert to Isis|||||@FoxNews I wonder if other terrorist are gonna help the gunman escape after all this... better be on the look out for other terrorist|||||@FoxNews Receiving news from @7NewsSydney|||||@FoxNews Not cool Yo! My Prayerz hope that hostages make it out safe|||||@FoxNews cc @viswanth183|||||“@FoxNews: MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain  #Sydneysiege” #MartinPlace|||||“@FoxNews: MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside  #Sydneysiege”|||||@JordanSekulow @FoxNews and yet they won't cover it like the foreign media.
45	1,3,1,3,0,3,3,2,3,3,3,3,1,3,1,3,3,1,2,3,3,3,3,1,1,3,3,3,3,3,1	Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84)|||||@SkyNewsAust Support a #mediablackout to avoid giving the hostage takers a platform for their message &amp; risking future copycats #martinplace|||||@SkyNewsAust @liztilley84 good to see somebody did some research 👏👏👏 #SydneySiege|||||@SkyNewsAust @liztilley84 so what|||||@SkyNewsAust @liztilley84 Who cares about the flag, the people being held hostage are more important.|||||@SkyNewsAust @ka_robo @liztilley84  So it's not ISIS but Islam in general. Much better... #leftards better think up a new word #islamaphobia|||||@SkyNewsAust @ljayes Allah means God. Why would you translate inconsistently and selectively like that? Oh, never mind. I know why.|||||@rachflit @SkyNewsAust you say what? Blackout? How will the hide the budget then?|||||@SkyNewsAust @conkc2 @liztilley84 Muhammad would be the guy with the 9 yr old wives and the order of death to infidels? What's the diff?|||||@SkyNewsAust @liztilley84 @AB_Owl Not a great comfort but an important detail to emphasise.|||||@SkyNewsAust @HRHgearoid same shit|||||@SkyNewsAust @StephanieAWood1 @liztilley84 then I guess we all don't need to worry???|||||@SkyNewsAust @liztilley84 it's a Sunni flag. ISIS are Sunni. So are Al Qaida. Black=Sunni. Green=Shia.|||||@SkyNewsAust @liztilley84 so why can't @SkyNews tell us the same|||||@SkyNewsAust @liztilley84 there is something really wrong with these people. Export them back.|||||@SkyNewsAust  Go get the Isis thugs NOW !!!|||||@BlueTieBloke #Islamanausea|||||@SkyNewsAust so its not an IS flag - must be a peaceful Islamic extremist group then!|||||@SkyNewsAust. Isn't the Arabic for God, Allah? So shouldn't it be - "There is no god but the God, Muhammad is the messenger of the God"|||||@BobBobbins1 it will still be #blametony|||||@BlueTieBloke "phobia" ="irrational fear ". The" civilised " world is just"sick" of these animals. #nausea|||||@DrozAnn @SkyNewsAust @liztilley84 yeah send them to Kobane in Syria..|||||@BlueTieBloke @SkyNewsAust @ka_robo @liztilley84 @riwired Agree when left/muslims deny IS is islamic it is a clear cut case of #Islamaphobia|||||@emilygoyaars @riwired @SkyNewsAust apparantely this loner is not isis, and I don't think cowboy comments like this help right now.|||||@col_livesey @BasimaFaysal @SkyNewsAust It is according to this terrorism expert|||||@DrozAnn @riwired @SkyNewsAust @liztilley84 along with all life hating alan vomit jones listeners too, thatd help, the redneck brigade.|||||@justsayingDMY I was being facetious as it seems media and the left go out of their way to minimise islamist terror threat|||||@col_livesey I know, it was mostly aimed at @SkyNewsAust   but thought you would also be interested in that piece|||||@piesnchess @riwired @SkyNewsAust @liztilley84 People should be kind to each other and live together no matter which religion.|||||@rachflit @SkyNewsAust ...It's Jihadists. Copying dumbassery has kind of been their bag for centuries.|||||@justsayingDMY @SkyNewsAust wsy too many pc apologists with their heads up their arse . Should get ready to kiss it goodbye
